"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_seen"
"830","Numerical Judgment","Incongruent","0.017",0.5,2.4344,0.4854,0.2054,0.8463,0.857142857142857
"831","Numerical Judgment","Incongruent","0.017",0.5,2.4774,0.5398,0.2018,0.7478,0.857142857142857
"832","Numerical Judgment","Incongruent","0.017",0.5,2.5261,0.5104,0.1979,0.7756,0.285714285714286
"833","Numerical Judgment","Incongruent","0.017",0.5,2.5491,0.4915,0.1961,0.7982,0.714285714285714
"834","Numerical Judgment","Incongruent","0.017",0.5,2.8489,0.4932,0.1755,0.7118,0.428571428571429
"835","Numerical Judgment","Incongruent","0.017",0.5,2.8679,0.5035,0.1743,0.6925,0.666666666666667
"836","Numerical Judgment","Incongruent","0.017",0.5,3.283,0.5003,0.1523,0.6088,0.444444444444444
"837","Numerical Judgment","Incongruent","0.017",0.5,3.2961,0.4814,0.1517,0.6302,0.727272727272727
"838","Numerical Judgment","Incongruent","0.017",0.5,3.733,0.4982,0.1339,0.5377,0.7
"839","Numerical Judgment","Incongruent","0.017",0.5,3.9488,0.5026,0.1266,0.5039,0.888888888888889
"840","Numerical Judgment","Incongruent","0.017",0.5,4.2197,0.5088,0.1185,0.4658,0.8
"841","Numerical Judgment","Incongruent","0.017",0.5,4.4321,0.4966,0.1128,0.4543,0.545454545454545
"842","Numerical Judgment","Incongruent","0.017",0.5,4.4887,0.495,0.1114,0.4501,0.714285714285714
"843","Numerical Judgment","Incongruent","0.017",0.5,4.6564,0.4744,0.1074,0.4527,0.333333333333333
"844","Numerical Judgment","Incongruent","0.017",0.5,4.9077,0.488,0.1019,0.4175,0.5
"845","Numerical Judgment","Incongruent","0.017",0.5,5.1338,0.4747,0.0974,0.4103,0.555555555555556
"846","Numerical Judgment","Incongruent","0.017",0.5,5.2884,0.4793,0.0945,0.3945,1
"847","Numerical Judgment","Incongruent","0.017",0.5,7.669,0.4773,0.0652,0.2732,0.571428571428571
"848","Numerical Judgment","Incongruent","0.017",0.5,8.7655,0.4865,0.057,0.2345,0.714285714285714
"849","Numerical Judgment","Incongruent","0.017",0.5,10.5187,0.4846,0.0475,0.1962,0.8
"850","Numerical Judgment","Incongruent","0.017",0.6,0.1679,0.5754,0.1007,0.2918,0.714285714285714
"851","Numerical Judgment","Incongruent","0.017",0.6,0.186,0.5812,0.1116,0.32,0.833333333333333
"852","Numerical Judgment","Incongruent","0.017",0.6,0.1905,0.5859,0.1143,0.3252,0.875
"853","Numerical Judgment","Incongruent","0.017",0.6,0.2306,0.6122,0.1384,0.3767,0.8
"854","Numerical Judgment","Incongruent","0.017",0.6,0.2333,0.5755,0.14,0.4054,0.7
"855","Numerical Judgment","Incongruent","0.017",0.6,0.2495,0.5891,0.1497,0.4234,0.6
"856","Numerical Judgment","Incongruent","0.017",0.6,0.2523,0.5838,0.1514,0.4321,0.857142857142857
"857","Numerical Judgment","Incongruent","0.017",0.6,0.2681,0.5843,0.1609,0.4588,0.555555555555556
"858","Numerical Judgment","Incongruent","0.017",0.6,0.2852,0.5794,0.1711,0.4922,0.375
"859","Numerical Judgment","Incongruent","0.017",0.6,0.2933,0.5823,0.176,0.5037,0.571428571428571
"860","Numerical Judgment","Incongruent","0.017",0.6,0.3038,0.5843,0.1823,0.52,0.5
"861","Numerical Judgment","Incongruent","0.017",0.6,0.3059,0.5812,0.1835,0.5263,0.384615384615385
"862","Numerical Judgment","Incongruent","0.017",0.6,0.3075,0.5983,0.1845,0.514,0.571428571428571
"863","Numerical Judgment","Incongruent","0.017",0.6,0.3307,0.5954,0.1984,0.5554,0.833333333333333
"864","Numerical Judgment","Incongruent","0.017",0.6,0.3332,0.5891,0.1999,0.5655,0.333333333333333
"865","Numerical Judgment","Incongruent","0.017",0.6,0.3418,0.5739,0.2051,0.5956,0.5
"866","Numerical Judgment","Incongruent","0.017",0.6,0.35,0.5895,0.21,0.5937,0.75
"867","Numerical Judgment","Incongruent","0.017",0.6,0.3518,0.5802,0.2111,0.6064,0.333333333333333
"868","Numerical Judgment","Incongruent","0.017",0.6,0.3631,0.5696,0.2178,0.6374,0.583333333333333
"869","Numerical Judgment","Incongruent","0.017",0.6,0.3636,0.5924,0.2182,0.6138,0.6
"870","Numerical Judgment","Incongruent","0.017",0.6,0.3701,0.6101,0.2221,0.6067,0.375
"871","Numerical Judgment","Incongruent","0.017",0.6,0.378,0.5882,0.2268,0.6426,0.714285714285714
"872","Numerical Judgment","Incongruent","0.017",0.6,0.3927,0.5698,0.2356,0.6892,0.571428571428571
"873","Numerical Judgment","Incongruent","0.017",0.6,0.4006,0.5929,0.2404,0.6756,0.428571428571429
"874","Numerical Judgment","Incongruent","0.017",0.6,0.4057,0.5933,0.2434,0.6838,0.636363636363636
"875","Numerical Judgment","Incongruent","0.017",0.6,2.3697,0.5981,0.2532,0.7055,0.6
"876","Numerical Judgment","Incongruent","0.017",0.6,2.6103,0.59,0.2299,0.6493,0.6
"877","Numerical Judgment","Incongruent","0.017",0.6,2.695,0.5932,0.2226,0.6255,0.571428571428571
"878","Numerical Judgment","Incongruent","0.017",0.6,2.711,0.583,0.2213,0.6327,0.777777777777778
"879","Numerical Judgment","Incongruent","0.017",0.6,2.7143,0.5996,0.2211,0.6144,0.666666666666667
"880","Numerical Judgment","Incongruent","0.017",0.6,2.766,0.5957,0.2169,0.6069,0.375
"881","Numerical Judgment","Incongruent","0.017",0.6,2.7997,0.581,0.2143,0.6148,0.636363636363636
"882","Numerical Judgment","Incongruent","0.017",0.6,2.9153,0.5842,0.2058,0.5872,0.666666666666667
"883","Numerical Judgment","Incongruent","0.017",0.6,2.9258,0.5859,0.2051,0.5833,0.555555555555556
"884","Numerical Judgment","Incongruent","0.017",0.6,2.9416,0.6186,0.204,0.5495,0.583333333333333
"885","Numerical Judgment","Incongruent","0.017",0.6,3.0994,0.6087,0.1936,0.53,0.636363636363636
"886","Numerical Judgment","Incongruent","0.017",0.6,3.2321,0.5888,0.1856,0.5255,0.5
"887","Numerical Judgment","Incongruent","0.017",0.6,3.2563,0.5877,0.1843,0.5225,0.555555555555556
"888","Numerical Judgment","Incongruent","0.017",0.6,3.4032,0.5967,0.1763,0.4924,0.555555555555556
"889","Numerical Judgment","Incongruent","0.017",0.6,3.5151,0.6117,0.1707,0.4651,0.5
"890","Numerical Judgment","Incongruent","0.017",0.6,3.5798,0.5808,0.1676,0.4809,0.555555555555556
"891","Numerical Judgment","Incongruent","0.017",0.6,3.7492,0.5965,0.16,0.4472,0.454545454545455
"892","Numerical Judgment","Incongruent","0.017",0.6,3.8677,0.5896,0.1551,0.4385,0.5
"893","Numerical Judgment","Incongruent","0.017",0.6,3.9177,0.5781,0.1532,0.4416,0.75
"894","Numerical Judgment","Incongruent","0.017",0.6,3.9969,0.6025,0.1501,0.4152,0.8
"895","Numerical Judgment","Incongruent","0.017",0.6,3.9987,0.5959,0.15,0.4197,0.666666666666667
"896","Numerical Judgment","Incongruent","0.017",0.6,4.1272,0.5976,0.1454,0.4055,0.4
"897","Numerical Judgment","Incongruent","0.017",0.6,4.2491,0.5764,0.1412,0.4083,0
"898","Numerical Judgment","Incongruent","0.017",0.6,4.4467,0.5812,0.1349,0.3869,0.6
"899","Numerical Judgment","Incongruent","0.017",0.6,5.395,0.5826,0.1112,0.3181,1
"900","Numerical Judgment","Incongruent","0.017",0.7,0.3022,0.6781,0.2116,0.4457,0.555555555555556
"901","Numerical Judgment","Incongruent","0.017",0.7,0.3201,0.6732,0.2241,0.4755,0.666666666666667
"902","Numerical Judgment","Incongruent","0.017",0.7,0.3301,0.681,0.2311,0.4848,0.5
"903","Numerical Judgment","Incongruent","0.017",0.7,0.3385,0.6708,0.237,0.5047,0.555555555555556
"904","Numerical Judgment","Incongruent","0.017",0.7,0.381,0.6854,0.2667,0.5559,0.5
"905","Numerical Judgment","Incongruent","0.017",0.7,0.3842,0.6808,0.2689,0.5644,0.571428571428571
"906","Numerical Judgment","Incongruent","0.017",0.7,0.3931,0.6714,0.2751,0.5854,0.714285714285714
"907","Numerical Judgment","Incongruent","0.017",0.7,0.4301,0.6764,0.301,0.6358,0.75
"908","Numerical Judgment","Incongruent","0.017",0.7,0.4372,0.6855,0.306,0.6377,0.666666666666667
"909","Numerical Judgment","Incongruent","0.017",0.7,0.4394,0.6959,0.3076,0.6315,0.4
"910","Numerical Judgment","Incongruent","0.017",0.7,0.4912,0.6827,0.3438,0.7195,0.428571428571429
"911","Numerical Judgment","Incongruent","0.017",0.7,0.4987,0.686,0.3491,0.7269,0.714285714285714
"912","Numerical Judgment","Incongruent","0.017",0.7,0.5091,0.6888,0.3564,0.7392,0.714285714285714
"913","Numerical Judgment","Incongruent","0.017",0.7,0.5198,0.6768,0.3639,0.7681,0.5
"914","Numerical Judgment","Incongruent","0.017",0.7,0.524,0.6862,0.3668,0.7636,0.166666666666667
"915","Numerical Judgment","Incongruent","0.017",0.7,0.5336,0.68,0.3735,0.7847,0.666666666666667
"916","Numerical Judgment","Incongruent","0.017",0.7,0.5505,0.6869,0.3854,0.8015,0.666666666666667
"917","Numerical Judgment","Incongruent","0.017",0.7,0.5805,0.6821,0.4063,0.8511,0.5
"918","Numerical Judgment","Incongruent","0.017",0.7,0.6108,0.6766,0.4276,0.9028,0.785714285714286
"919","Numerical Judgment","Incongruent","0.017",0.7,0.6192,0.6742,0.4334,0.9184,0.5
"920","Numerical Judgment","Incongruent","0.017",0.7,0.6246,0.6757,0.4372,0.9244,0.555555555555556
"921","Numerical Judgment","Incongruent","0.017",0.7,0.6473,0.6821,0.4531,0.949,0.555555555555556
"922","Numerical Judgment","Incongruent","0.017",0.7,0.6486,0.6893,0.454,0.9409,0.875
"923","Numerical Judgment","Incongruent","0.017",0.7,0.649,0.6976,0.4543,0.9303,0.5
"924","Numerical Judgment","Incongruent","0.017",0.7,0.6738,0.6785,0.4717,0.993,0.625
"925","Numerical Judgment","Incongruent","0.017",0.7,1.7147,0.6934,0.4082,0.841,0.625
"926","Numerical Judgment","Incongruent","0.017",0.7,1.7369,0.7017,0.403,0.8205,0.333333333333333
"927","Numerical Judgment","Incongruent","0.017",0.7,1.774,0.6938,0.3946,0.8126,0.5
"928","Numerical Judgment","Incongruent","0.017",0.7,1.8544,0.691,0.3775,0.7804,0.666666666666667
"929","Numerical Judgment","Incongruent","0.017",0.7,1.8824,0.6862,0.3719,0.7742,0.692307692307692
"930","Numerical Judgment","Incongruent","0.017",0.7,1.8948,0.6798,0.3694,0.7763,0.454545454545455
"931","Numerical Judgment","Incongruent","0.017",0.7,1.8969,0.6825,0.369,0.7724,0.444444444444444
"932","Numerical Judgment","Incongruent","0.017",0.7,1.9471,0.6828,0.3595,0.7521,0.428571428571429
"933","Numerical Judgment","Incongruent","0.017",0.7,1.9891,0.6902,0.3519,0.7284,0.666666666666667
"934","Numerical Judgment","Incongruent","0.017",0.7,2.0975,0.6795,0.3337,0.7016,0.285714285714286
"935","Numerical Judgment","Incongruent","0.017",0.7,2.1033,0.6819,0.3328,0.6973,0.666666666666667
"936","Numerical Judgment","Incongruent","0.017",0.7,2.2228,0.6816,0.3149,0.6601,0.5
"937","Numerical Judgment","Incongruent","0.017",0.7,2.2727,0.6741,0.308,0.6527,0.666666666666667
"938","Numerical Judgment","Incongruent","0.017",0.7,2.2821,0.6728,0.3067,0.6513,0.444444444444444
"939","Numerical Judgment","Incongruent","0.017",0.7,2.3802,0.6916,0.2941,0.6075,0.555555555555556
"940","Numerical Judgment","Incongruent","0.017",0.7,2.3875,0.6849,0.2932,0.6115,0.285714285714286
"941","Numerical Judgment","Incongruent","0.017",0.7,2.4254,0.6703,0.2886,0.6151,0.545454545454545
"942","Numerical Judgment","Incongruent","0.017",0.7,2.4945,0.6836,0.2806,0.5864,0.625
"943","Numerical Judgment","Incongruent","0.017",0.7,2.5147,0.6823,0.2784,0.5829,0.333333333333333
"944","Numerical Judgment","Incongruent","0.017",0.7,2.7641,0.6904,0.2532,0.524,0.8
"945","Numerical Judgment","Incongruent","0.017",0.7,2.8796,0.6828,0.2431,0.5086,0.375
"946","Numerical Judgment","Incongruent","0.017",0.7,3.0114,0.7291,0.2325,0.4555,0.25
"947","Numerical Judgment","Incongruent","0.017",0.7,3.0816,0.6906,0.2272,0.4699,0.571428571428571
"948","Numerical Judgment","Incongruent","0.017",0.7,3.1023,0.6761,0.2256,0.4768,0.6
"949","Numerical Judgment","Incongruent","0.017",0.7,3.3109,0.6733,0.2114,0.4486,0.545454545454545
"950","Numerical Judgment","Incongruent","0.017",0.8,0.333,0.7635,0.2664,0.4361,0.777777777777778
"951","Numerical Judgment","Incongruent","0.017",0.8,0.3654,0.771,0.2923,0.4739,0.454545454545455
"952","Numerical Judgment","Incongruent","0.017",0.8,0.3686,0.7681,0.2949,0.4799,0.444444444444444
"953","Numerical Judgment","Incongruent","0.017",0.8,0.4321,0.7815,0.3457,0.5529,0.7
"954","Numerical Judgment","Incongruent","0.017",0.8,0.4343,0.7747,0.3474,0.5606,0.666666666666667
"955","Numerical Judgment","Incongruent","0.017",0.8,0.4604,0.7799,0.3683,0.5903,0.75
"956","Numerical Judgment","Incongruent","0.017",0.8,0.4772,0.7789,0.3818,0.6127,0.625
"957","Numerical Judgment","Incongruent","0.017",0.8,0.5019,0.7681,0.4015,0.6535,0.769230769230769
"958","Numerical Judgment","Incongruent","0.017",0.8,0.5051,0.7789,0.4041,0.6485,0.4
"959","Numerical Judgment","Incongruent","0.017",0.8,0.5184,0.7676,0.4148,0.6754,0.5
"960","Numerical Judgment","Incongruent","0.017",0.8,0.5261,0.7781,0.4209,0.6761,0.583333333333333
"961","Numerical Judgment","Incongruent","0.017",0.8,0.5315,0.7777,0.4252,0.6834,0.666666666666667
"962","Numerical Judgment","Incongruent","0.017",0.8,0.5524,0.7781,0.442,0.71,0.5
"963","Numerical Judgment","Incongruent","0.017",0.8,0.5589,0.7723,0.4472,0.7238,0.428571428571429
"964","Numerical Judgment","Incongruent","0.017",0.8,0.581,0.7701,0.4648,0.7545,0.777777777777778
"965","Numerical Judgment","Incongruent","0.017",0.8,0.5907,0.7695,0.4726,0.7676,0.333333333333333
"966","Numerical Judgment","Incongruent","0.017",0.8,0.6131,0.773,0.4905,0.7931,0.625
"967","Numerical Judgment","Incongruent","0.017",0.8,0.6218,0.7929,0.4974,0.7842,0.555555555555556
"968","Numerical Judgment","Incongruent","0.017",0.8,0.6354,0.7673,0.5083,0.8281,0.666666666666667
"969","Numerical Judgment","Incongruent","0.017",0.8,0.652,0.7841,0.5216,0.8315,0.5
"970","Numerical Judgment","Incongruent","0.017",0.8,0.6546,0.8332,0.5237,0.7857,0.833333333333333
"971","Numerical Judgment","Incongruent","0.017",0.8,0.6598,0.7735,0.5279,0.853,0.5
"972","Numerical Judgment","Incongruent","0.017",0.8,0.6801,0.7761,0.5441,0.8763,0.75
"973","Numerical Judgment","Incongruent","0.017",0.8,0.6873,0.7854,0.5498,0.8751,0.666666666666667
"974","Numerical Judgment","Incongruent","0.017",0.8,0.6894,0.7736,0.5515,0.8912,0.333333333333333
"975","Numerical Judgment","Incongruent","0.017",0.8,1.3375,0.7737,0.5981,0.9664,0.833333333333333
"976","Numerical Judgment","Incongruent","0.017",0.8,1.3501,0.7782,0.5925,0.9517,0.636363636363636
"977","Numerical Judgment","Incongruent","0.017",0.8,1.3517,0.8327,0.5918,0.8885,1
"978","Numerical Judgment","Incongruent","0.017",0.8,1.4521,0.7645,0.5509,0.9008,0.666666666666667
"979","Numerical Judgment","Incongruent","0.017",0.8,1.495,0.7913,0.5351,0.8453,0.5
"980","Numerical Judgment","Incongruent","0.017",0.8,1.5508,0.786,0.5158,0.8203,0.857142857142857
"981","Numerical Judgment","Incongruent","0.017",0.8,1.5686,0.7814,0.51,0.8159,0.285714285714286
"982","Numerical Judgment","Incongruent","0.017",0.8,1.581,0.785,0.506,0.8058,0.833333333333333
"983","Numerical Judgment","Incongruent","0.017",0.8,1.5848,0.7858,0.5048,0.803,0.428571428571429
"984","Numerical Judgment","Incongruent","0.017",0.8,1.7036,0.7771,0.4696,0.7554,0.555555555555556
"985","Numerical Judgment","Incongruent","0.017",0.8,1.7198,0.7818,0.4652,0.7438,0.7
"986","Numerical Judgment","Incongruent","0.017",0.8,1.7299,0.7733,0.4625,0.7475,0.714285714285714
"987","Numerical Judgment","Incongruent","0.017",0.8,1.7752,0.7766,0.4506,0.7254,0.666666666666667
"988","Numerical Judgment","Incongruent","0.017",0.8,1.8807,0.7795,0.4254,0.6821,0.583333333333333
"989","Numerical Judgment","Incongruent","0.017",0.8,1.8971,0.7748,0.4217,0.6803,0.428571428571429
"990","Numerical Judgment","Incongruent","0.017",0.8,1.9008,0.7844,0.4209,0.6707,0.888888888888889
"991","Numerical Judgment","Incongruent","0.017",0.8,1.9616,0.7714,0.4078,0.6609,0.666666666666667
"992","Numerical Judgment","Incongruent","0.017",0.8,2.1221,0.7763,0.377,0.607,0.571428571428571
"993","Numerical Judgment","Incongruent","0.017",0.8,2.1251,0.829,0.3765,0.5676,0.5
"994","Numerical Judgment","Incongruent","0.017",0.8,2.1487,0.7747,0.3723,0.6007,0.777777777777778
"995","Numerical Judgment","Incongruent","0.017",0.8,2.3226,0.7756,0.3444,0.5551,0.625
"996","Numerical Judgment","Incongruent","0.017",0.8,2.3791,0.782,0.3363,0.5375,0.666666666666667
"997","Numerical Judgment","Incongruent","0.017",0.8,2.4776,0.7739,0.3229,0.5215,0.666666666666667
"998","Numerical Judgment","Incongruent","0.017",0.8,2.6097,0.8348,0.3066,0.459,0.4
"999","Numerical Judgment","Incongruent","0.017",0.8,3.1748,0.8342,0.252,0.3776,0.888888888888889
"1000","Numerical Judgment","Incongruent","0.034",0.5,0.0913,0.4847,0.0457,0.1884,1
"1001","Numerical Judgment","Incongruent","0.034",0.5,0.1204,0.4748,0.0602,0.2535,0.857142857142857
"1002","Numerical Judgment","Incongruent","0.034",0.5,0.1335,0.4985,0.0667,0.2678,0.6
"1003","Numerical Judgment","Incongruent","0.034",0.5,0.1486,0.4772,0.0743,0.3115,0.8
"1004","Numerical Judgment","Incongruent","0.034",0.5,0.1489,0.481,0.0744,0.3095,0.875
"1005","Numerical Judgment","Incongruent","0.034",0.5,0.1723,0.4863,0.0861,0.3543,0.916666666666667
"1006","Numerical Judgment","Incongruent","0.034",0.5,0.1904,0.506,0.0952,0.3763,0.6
"1007","Numerical Judgment","Incongruent","0.034",0.5,0.2501,0.4936,0.1251,0.5067,0.6
"1008","Numerical Judgment","Incongruent","0.034",0.5,0.2572,0.4829,0.1286,0.5327,1
"1009","Numerical Judgment","Incongruent","0.034",0.5,0.2578,0.4873,0.1289,0.529,0.833333333333333
"1010","Numerical Judgment","Incongruent","0.034",0.5,0.2739,0.4882,0.1369,0.561,0.777777777777778
"1011","Numerical Judgment","Incongruent","0.034",0.5,0.2747,0.4919,0.1373,0.5583,0.727272727272727
"1012","Numerical Judgment","Incongruent","0.034",0.5,0.296,0.4776,0.148,0.6197,0.714285714285714
"1013","Numerical Judgment","Incongruent","0.034",0.5,0.3037,0.5014,0.1518,0.6057,0.833333333333333
"1014","Numerical Judgment","Incongruent","0.034",0.5,0.3062,0.5012,0.1531,0.611,0.7
"1015","Numerical Judgment","Incongruent","0.034",0.5,0.3148,0.5121,0.1574,0.6148,0.636363636363636
"1016","Numerical Judgment","Incongruent","0.034",0.5,0.3223,0.5091,0.1612,0.6331,1
"1017","Numerical Judgment","Incongruent","0.034",0.5,0.332,0.4819,0.166,0.6889,0.8
"1018","Numerical Judgment","Incongruent","0.034",0.5,0.3686,0.4994,0.1843,0.7381,1
"1019","Numerical Judgment","Incongruent","0.034",0.5,0.3701,0.5085,0.1851,0.7279,0.75
"1020","Numerical Judgment","Incongruent","0.034",0.5,0.373,0.4864,0.1865,0.7669,0.857142857142857
"1021","Numerical Judgment","Incongruent","0.034",0.5,0.3885,0.5079,0.1943,0.765,0.75
"1022","Numerical Judgment","Incongruent","0.034",0.5,2.088,0.5021,0.2395,0.9539,0.75
"1023","Numerical Judgment","Incongruent","0.034",0.5,2.0881,0.4816,0.2395,0.9945,1
"1024","Numerical Judgment","Incongruent","0.034",0.5,2.121,0.4964,0.2357,0.9497,0.714285714285714
"1025","Numerical Judgment","Incongruent","0.034",0.5,2.1384,0.4918,0.2338,0.9509,0.636363636363636
"1026","Numerical Judgment","Incongruent","0.034",0.5,2.1664,0.4979,0.2308,0.9272,0.777777777777778
"1027","Numerical Judgment","Incongruent","0.034",0.5,2.2694,0.4997,0.2203,0.8819,0.777777777777778
"1028","Numerical Judgment","Incongruent","0.034",0.5,2.3022,0.4929,0.2172,0.8813,0.75
"1029","Numerical Judgment","Incongruent","0.034",0.5,2.4344,0.4854,0.2054,0.8463,0.692307692307692
"1030","Numerical Judgment","Incongruent","0.034",0.5,2.4774,0.5398,0.2018,0.7478,0.666666666666667
"1031","Numerical Judgment","Incongruent","0.034",0.5,2.5261,0.5104,0.1979,0.7756,1
"1032","Numerical Judgment","Incongruent","0.034",0.5,2.5491,0.4915,0.1961,0.7982,0.8
"1033","Numerical Judgment","Incongruent","0.034",0.5,2.8489,0.4932,0.1755,0.7118,0.625
"1034","Numerical Judgment","Incongruent","0.034",0.5,2.8679,0.5035,0.1743,0.6925,0.8
"1035","Numerical Judgment","Incongruent","0.034",0.5,3.283,0.5003,0.1523,0.6088,0.6
"1036","Numerical Judgment","Incongruent","0.034",0.5,3.2961,0.4814,0.1517,0.6302,0.714285714285714
"1037","Numerical Judgment","Incongruent","0.034",0.5,3.733,0.4982,0.1339,0.5377,0.555555555555556
"1038","Numerical Judgment","Incongruent","0.034",0.5,3.9488,0.5026,0.1266,0.5039,0.625
"1039","Numerical Judgment","Incongruent","0.034",0.5,4.2197,0.5088,0.1185,0.4658,1
"1040","Numerical Judgment","Incongruent","0.034",0.5,4.4321,0.4966,0.1128,0.4543,0.714285714285714
"1041","Numerical Judgment","Incongruent","0.034",0.5,4.4887,0.495,0.1114,0.4501,0.875
"1042","Numerical Judgment","Incongruent","0.034",0.5,4.6564,0.4744,0.1074,0.4527,0.636363636363636
"1043","Numerical Judgment","Incongruent","0.034",0.5,4.9077,0.488,0.1019,0.4175,0.8
"1044","Numerical Judgment","Incongruent","0.034",0.5,5.1338,0.4747,0.0974,0.4103,0.4
"1045","Numerical Judgment","Incongruent","0.034",0.5,5.2884,0.4793,0.0945,0.3945,0.5
"1046","Numerical Judgment","Incongruent","0.034",0.5,7.669,0.4773,0.0652,0.2732,0.75
"1047","Numerical Judgment","Incongruent","0.034",0.5,8.7655,0.4865,0.057,0.2345,0.6
"1048","Numerical Judgment","Incongruent","0.034",0.5,10.5187,0.4846,0.0475,0.1962,0.571428571428571
"1049","Numerical Judgment","Incongruent","0.034",0.6,0.1679,0.5754,0.1007,0.2918,0.5
"1050","Numerical Judgment","Incongruent","0.034",0.6,0.186,0.5812,0.1116,0.32,0.625
"1051","Numerical Judgment","Incongruent","0.034",0.6,0.1905,0.5859,0.1143,0.3252,0.8
"1052","Numerical Judgment","Incongruent","0.034",0.6,0.2306,0.6122,0.1384,0.3767,0.833333333333333
"1053","Numerical Judgment","Incongruent","0.034",0.6,0.2333,0.5755,0.14,0.4054,0.833333333333333
